The matrix is
		 98,48,54,11,16,62,34,62,92,74,100,18,74,78,46,50,82,33,20,28,100,40,73,80,54,96,50,64,77,100,40,8,54,16,27,69,29,6,30,48,61,16,42,55,41,22,35,100,59,34,94,48,49,50,86,75,72,35,86,64,51,13,36,83,22,98,50,57,90,85,6,45,81,89,12,12,11,90,82,74,60,65,15,88,34,14,73,30,31,16,94,32,42,28,87,36,1,34,23,1,
		 3,2,9,92,65,11,89,19,36,70,39,57,51,20,97,81,75,24,75,94,94,6,100,38,63,35,4,43,53,28,31,21,57,18,70,48,96,18,1,92,50,39,98,29,82,21,90,76,96,72,5,77,83,77,87,1,31,56,84,33,42,89,70,69,66,6,58,4,91,6,78,52,60,54,68,87,90,25,30,88,42,7,97,32,18,58,18,15,32,19,38,73,71,29,68,7,73,69,10,53,
		 47,95,37,97,27,71,11,75,58,82,50,89,16,27,30,59,18,42,53,78,33,49,6,77,88,9,95,69,59,63,44,4,63,26,37,93,88,30,83,100,79,2,40,34,39,14,62,60,88,45,37,18,76,39,17,72,22,58,25,97,9,33,56,19,6,54,11,36,81,10,14,83,90,98,88,92,52,44,6,12,71,85,21,93,75,25,52,6,14,44,55,35,43,27,23,33,10,2,37,85,
		 41,99,39,76,21,82,22,22,19,14,36,27,50,87,90,99,12,90,26,44,41,66,36,87,35,50,27,67,60,76,62,51,54,1,55,67,73,64,2,40,69,66,41,90,52,3,80,81,77,2,2,83,1,100,55,10,35,34,39,74,84,35,11,71,71,30,13,58,90,83,25,55,66,82,15,93,64,29,70,33,74,91,15,55,66,52,46,14,84,62,65,69,100,91,76,24,5,34,7,35,
		 99,43,66,66,59,71,6,97,93,19,81,68,4,97,80,30,47,10,13,81,30,41,78,24,52,30,95,51,90,1,51,35,56,69,18,28,21,96,56,56,31,18,54,59,67,5,97,12,16,32,78,32,97,58,6,45,76,14,87,1,8,40,91,60,53,85,88,28,74,50,9,44,97,88,82,37,50,89,42,30,3,73,80,11,14,17,76,25,75,72,46,18,4,47,55,1,41,80,79,64,
		 25,38,52,92,7,2,59,91,70,16,88,87,67,17,61,26,22,44,65,39,65,31,70,51,18,86,83,99,81,85,9,42,82,56,19,8,78,28,2,22,100,49,53,6,31,32,96,19,6,2,76,91,30,3,52,100,15,10,86,7,100,76,23,45,46,30,89,6,1,17,89,44,63,16,97,84,14,76,84,28,48,49,43,57,9,77,78,6,4,99,95,83,38,71,61,82,62,32,90,19,
		 15,90,54,20,100,42,83,49,55,75,43,17,78,69,94,92,14,21,76,85,5,2,57,77,81,4,76,34,67,4,97,47,79,3,63,79,70,2,37,51,92,18,46,85,72,97,27,36,96,38,92,96,51,40,98,64,60,79,51,45,14,47,58,49,29,98,50,18,7,39,47,21,93,27,9,3,95,90,92,29,84,68,25,50,56,87,17,71,69,47,56,16,92,49,43,30,25,71,63,48,
		 69,22,54,30,66,75,65,15,93,52,76,59,2,78,31,100,9,11,75,83,62,70,38,14,60,33,1,7,27,6,5,33,83,61,2,50,84,46,19,36,38,34,10,88,63,21,69,27,96,16,37,97,74,71,73,94,51,28,50,34,80,91,18,1,11,2,12,48,58,2,56,4,12,15,9,63,30,18,40,59,10,43,14,7,75,87,78,17,1,9,30,87,67,100,15,71,69,72,91,79,
		 18,76,12,54,72,84,64,62,59,73,50,27,19,65,6,4,34,100,98,86,100,98,8,6,74,34,87,100,54,98,4,4,57,18,81,37,12,23,67,46,44,18,16,35,3,50,61,77,61,100,13,7,90,88,97,12,73,7,70,97,83,9,43,90,79,5,11,12,41,43,31,29,91,20,78,57,31,63,100,88,32,29,59,52,21,35,77,12,92,91,35,7,49,29,85,24,24,40,77,60,
		 39,47,23,29,22,43,40,94,16,11,49,52,32,50,90,29,96,49,71,21,47,98,91,82,36,14,56,24,32,67,93,79,83,46,79,74,85,70,38,38,54,3,68,46,45,73,63,80,53,39,6,89,79,58,40,3,31,84,36,69,1,73,65,63,44,73,70,55,30,11,31,96,33,96,29,74,45,51,54,14,85,77,11,51,31,7,43,36,20,26,24,46,53,75,36,76,100,64,62,6,
		 95,80,64,61,45,7,39,68,3,83,22,30,58,25,78,93,52,19,54,64,77,64,76,54,87,51,14,14,1,3,90,49,66,45,69,9,65,10,4,72,71,76,62,24,34,33,57,35,96,72,85,36,23,34,93,9,80,45,74,18,87,70,83,77,81,89,66,98,68,40,99,4,24,95,43,83,42,63,23,35,29,53,55,8,63,49,88,53,73,62,29,73,5,84,19,50,62,98,82,93,
		 74,37,34,25,28,39,4,94,29,26,37,65,64,55,33,51,80,38,94,96,80,71,17,1,21,14,86,86,12,18,35,53,10,16,60,65,64,1,45,65,28,23,35,32,80,18,28,19,36,85,28,9,35,58,64,45,74,33,7,59,35,76,56,10,21,99,98,28,4,50,58,35,39,20,50,45,59,49,20,42,69,7,63,11,15,24,49,40,81,52,60,30,1,49,100,61,15,54,45,4,
		 40,91,69,46,11,9,22,8,58,28,24,50,49,53,18,76,85,62,48,13,86,57,22,42,33,22,15,93,55,33,81,64,6,59,18,75,75,35,76,11,65,75,49,62,60,20,33,64,55,80,39,49,11,89,41,91,70,71,21,20,1,23,67,59,72,96,2,99,66,8,87,18,71,79,96,28,22,89,18,65,71,46,82,95,95,90,20,20,61,88,61,56,15,4,4,24,26,80,47,88,
		 21,66,84,74,95,82,32,92,96,24,94,80,76,47,10,46,99,21,57,74,55,56,54,92,69,96,39,86,54,17,20,63,50,2,75,85,25,46,31,96,72,52,45,82,39,1,27,48,79,74,8,77,37,82,99,67,15,22,94,64,48,90,14,17,90,89,19,71,88,76,31,34,51,95,1,17,32,94,86,71,89,5,38,3,63,19,99,17,35,99,10,33,90,76,85,79,69,8,50,60,
		 1,91,23,13,97,44,32,39,57,42,58,96,36,77,12,55,12,59,6,9,65,44,66,25,1,91,40,56,42,45,3,57,78,59,75,81,19,59,4,37,59,77,56,26,11,63,28,86,91,88,9,46,5,50,33,55,6,36,61,27,76,99,50,18,88,24,92,86,88,84,59,25,81,2,97,53,42,53,67,94,64,86,91,22,37,77,21,28,40,12,4,62,43,5,91,86,25,35,78,1,
		 46,3,43,68,31,11,52,33,4,67,93,77,63,25,26,96,86,56,44,56,91,71,98,82,5,53,8,52,28,39,10,52,5,93,97,4,29,21,25,66,59,31,66,78,77,86,63,51,17,67,2,8,74,32,65,85,16,57,20,51,28,70,60,44,32,80,60,5,86,42,58,32,92,90,79,41,40,38,43,46,11,58,66,73,8,18,46,6,5,66,27,80,88,31,6,94,5,53,9,66,
		 16,63,10,80,75,43,62,57,63,64,53,98,7,62,74,76,88,8,46,42,86,58,68,61,64,19,78,52,84,78,36,82,97,1,78,10,33,30,20,88,62,49,52,23,72,41,1,24,28,97,13,69,52,36,2,78,80,83,22,54,55,31,54,90,7,16,74,59,65,42,73,40,34,96,34,3,78,87,17,100,96,1,60,51,60,83,53,53,35,77,75,59,78,80,95,10,11,28,8,44,
		 6,5,63,92,82,40,1,20,33,81,84,50,38,99,5,23,96,73,12,89,6,40,86,74,92,55,97,15,92,61,66,87,30,27,54,53,36,51,54,80,38,2,47,72,85,47,45,76,66,33,44,63,62,31,72,52,18,79,84,24,34,24,35,90,85,98,16,91,77,19,77,53,69,67,25,22,61,58,22,32,75,19,66,37,81,67,11,26,58,43,97,91,24,49,39,72,20,58,25,16,
		 42,31,24,11,28,45,41,2,4,98,23,74,54,23,78,68,40,26,29,39,58,60,48,79,53,32,13,27,76,19,89,7,17,46,17,68,28,55,2,3,78,36,60,27,49,12,85,65,75,92,25,21,73,36,9,89,27,46,59,47,7,90,8,25,100,40,73,72,90,38,70,53,94,92,31,52,49,53,92,18,80,8,26,14,54,77,47,62,49,59,76,62,46,42,17,61,100,41,40,46,
		 86,83,94,70,56,81,86,81,72,33,23,17,58,50,15,90,27,38,10,35,32,85,60,38,77,60,71,9,45,76,87,66,31,36,19,17,38,80,63,20,71,50,100,67,83,44,27,70,44,5,13,43,38,1,76,17,78,61,39,23,31,72,89,44,88,31,78,56,53,17,90,23,16,40,69,69,8,50,15,93,72,2,10,9,56,1,67,9,69,53,49,51,2,39,79,80,19,67,88,20,
		 40,70,98,62,34,57,67,16,95,24,67,8,11,54,84,63,16,46,21,21,80,2,20,97,78,77,87,67,32,28,5,91,76,34,49,75,43,39,33,98,38,26,59,46,51,44,58,84,29,1,88,9,21,93,10,76,45,80,64,58,78,71,38,79,88,32,77,8,69,64,16,51,93,96,4,72,19,86,77,85,24,72,41,14,45,8,45,73,87,84,86,94,40,28,50,26,73,45,60,2,
		 46,8,36,40,27,57,58,27,90,13,74,47,12,37,23,7,68,6,62,63,20,88,49,69,21,12,84,35,63,11,2,44,100,6,88,75,88,27,48,12,22,56,82,39,85,24,66,15,74,82,6,46,17,79,29,58,100,73,15,71,77,6,10,89,50,44,1,75,100,86,41,6,87,33,47,79,69,76,68,11,30,76,2,95,49,36,56,30,93,60,82,6,81,21,36,97,5,7,49,65,
		 67,56,89,28,87,93,84,75,50,46,37,41,72,95,2,14,90,51,73,87,53,54,30,72,67,26,33,88,29,16,49,41,21,45,93,44,57,96,26,28,10,100,33,61,22,82,66,35,5,93,34,91,97,85,78,75,44,50,57,17,41,43,32,46,32,68,15,12,27,32,65,57,87,98,52,21,22,40,8,39,61,42,1,21,92,47,27,64,51,61,39,96,47,16,75,72,59,27,51,18,
		 63,34,91,77,25,90,41,98,61,73,45,78,51,35,28,44,47,83,68,59,45,29,58,30,54,17,35,13,31,26,98,62,31,79,89,83,78,64,86,31,57,50,75,55,21,83,3,90,10,20,50,81,41,12,63,55,9,34,33,44,90,32,8,24,21,5,24,47,95,53,20,26,57,40,92,92,81,51,1,2,61,95,62,26,31,40,17,23,17,26,41,64,17,16,65,70,22,37,27,98,
		 24,19,7,48,29,78,57,13,31,61,7,57,1,12,79,23,35,50,100,16,50,87,13,97,18,25,14,90,51,89,84,19,47,53,64,95,53,58,1,6,59,32,8,70,10,22,21,5,38,96,64,36,83,36,23,10,74,70,55,84,92,30,62,51,7,17,86,25,41,75,33,62,44,78,53,83,52,2,87,43,42,6,90,19,19,18,46,25,79,94,55,43,78,52,85,53,39,50,45,31,
		 87,33,11,80,2,63,11,98,43,35,78,34,47,87,84,88,89,42,77,50,18,29,2,77,18,60,10,11,68,6,64,39,81,46,26,13,18,43,92,80,57,92,60,8,59,48,81,74,17,76,43,48,18,32,48,17,23,61,29,61,62,81,78,50,76,14,23,4,21,76,74,67,27,42,59,72,56,2,21,22,96,91,72,57,51,35,32,12,44,100,94,100,35,95,90,47,25,1,13,12,
		 18,19,24,67,81,30,51,53,98,98,62,5,43,24,59,28,39,65,73,11,30,57,19,1,5,87,45,44,53,28,100,51,16,27,84,63,66,74,1,50,42,98,36,53,95,79,60,34,62,41,93,20,8,66,12,84,5,6,15,20,66,80,46,55,58,20,4,4,79,73,95,57,61,88,5,46,44,40,32,20,80,81,75,72,94,64,3,97,88,89,13,32,84,5,11,20,90,36,16,49,
		 57,13,40,93,4,28,54,55,54,43,26,49,57,37,85,37,79,78,43,93,97,72,92,97,41,24,16,12,58,79,17,28,79,68,85,72,27,37,50,26,38,26,2,19,64,86,85,6,100,10,18,23,9,86,1,15,73,19,87,39,86,32,16,95,20,19,22,25,93,22,64,28,62,50,12,24,62,40,99,82,19,1,70,73,47,80,75,44,61,67,85,38,16,18,11,38,13,5,96,61,
		 66,11,59,55,38,67,47,79,93,48,31,25,25,2,19,41,8,82,43,80,64,1,46,94,24,74,35,63,14,64,66,16,78,38,13,100,93,83,95,18,86,28,63,71,41,88,81,28,74,37,37,71,43,86,8,89,61,82,38,70,17,87,14,48,85,10,13,88,21,91,8,66,68,94,63,51,20,55,42,79,70,33,89,70,5,55,59,93,18,10,4,56,6,50,71,22,67,71,100,70,
		 45,69,23,88,46,24,83,88,74,43,78,98,48,29,84,68,38,26,2,5,12,90,52,70,20,79,30,98,43,13,22,35,26,53,13,10,29,48,25,66,36,27,90,62,81,72,56,92,61,65,21,87,88,13,98,98,93,78,83,77,46,37,16,5,13,19,25,66,17,71,72,66,89,80,57,93,33,11,44,34,32,30,51,94,56,5,9,78,80,26,32,42,87,48,9,88,22,91,25,48,
		 99,11,16,58,58,12,51,100,24,34,27,87,40,27,99,84,25,91,85,76,5,71,58,70,19,76,67,26,65,17,14,36,31,61,88,78,20,18,88,72,63,20,64,70,42,11,34,85,67,71,50,76,86,84,12,73,92,50,43,98,36,48,94,49,51,18,34,56,94,26,32,64,18,76,41,64,78,85,17,64,34,87,13,75,58,4,97,71,80,27,3,54,52,80,5,41,29,39,90,25,
		 44,44,91,6,75,60,38,96,57,33,71,56,32,69,95,6,73,65,99,49,27,39,99,29,67,67,77,79,77,96,47,76,26,27,21,23,100,89,18,91,26,78,33,85,86,32,14,4,6,83,8,26,11,25,58,34,11,21,46,91,100,10,31,78,12,30,7,48,85,80,23,1,60,49,42,80,88,71,33,60,83,70,48,54,27,64,14,10,75,57,36,73,56,22,20,69,36,49,69,49,
		 44,75,93,19,93,30,38,83,83,35,67,82,99,9,57,66,26,88,31,51,16,10,75,87,11,36,15,40,80,20,4,78,23,19,56,20,80,8,94,32,43,78,83,78,82,79,36,94,64,49,11,70,77,18,87,81,81,95,38,96,59,95,43,4,1,23,4,83,26,83,18,44,51,30,83,92,79,4,31,62,98,85,7,72,57,62,90,59,58,77,46,87,51,81,91,12,40,38,48,56,
		 25,76,57,64,20,80,10,41,86,64,57,86,6,65,74,50,67,29,28,61,80,35,82,23,31,20,3,35,31,12,7,35,35,37,3,9,17,10,97,18,77,16,7,78,86,34,49,86,40,1,40,87,9,48,25,14,52,68,84,90,100,89,32,67,35,7,44,56,31,89,7,93,62,68,94,75,54,75,15,5,52,43,57,73,67,47,89,51,42,2,62,65,80,29,82,39,37,68,95,84,
		 61,82,82,19,36,35,5,62,13,97,42,95,50,19,48,21,20,68,54,14,74,87,83,20,32,65,4,99,80,69,20,55,70,49,92,36,96,10,18,42,70,15,66,84,85,47,79,33,74,52,9,36,95,3,21,6,72,51,87,62,3,35,74,17,82,77,41,53,17,13,26,75,11,45,21,8,17,76,63,58,4,42,51,44,12,69,96,60,13,13,90,32,89,47,33,80,68,2,51,20,
		 19,16,56,94,3,61,37,79,100,62,20,96,46,67,76,99,22,51,25,23,6,83,21,9,4,62,58,51,11,52,34,70,27,12,22,80,79,70,27,56,58,71,11,99,32,70,98,7,61,10,2,75,8,41,87,72,84,54,1,66,58,14,71,73,70,43,87,90,60,4,73,16,38,13,47,6,7,91,16,50,56,75,41,58,20,69,17,74,47,48,60,78,74,98,25,71,38,41,14,14,
		 53,92,65,68,1,74,11,12,73,86,81,45,63,21,23,55,60,99,45,45,92,65,26,2,34,63,86,70,40,3,91,25,10,74,37,36,56,75,5,43,43,61,4,59,83,71,23,44,7,90,57,42,15,42,25,82,73,10,84,67,35,60,17,28,8,12,78,89,68,71,46,45,10,16,72,76,31,27,12,47,48,91,7,12,66,99,2,44,69,81,35,100,30,86,31,88,54,94,78,95,
		 23,63,44,65,20,97,84,76,93,92,61,43,79,92,63,75,3,17,91,1,45,28,24,43,8,38,58,31,16,35,97,72,12,75,50,98,80,94,87,97,45,84,60,29,20,66,39,3,69,96,78,2,51,40,78,7,69,29,27,14,67,28,18,50,57,14,49,30,61,34,3,38,72,62,86,43,91,35,13,76,64,94,87,63,100,23,84,94,32,10,86,73,3,42,94,19,46,82,67,66,
		 18,60,46,63,79,8,22,81,42,56,73,11,45,71,19,17,56,79,4,38,91,59,18,17,45,26,4,1,18,35,85,78,28,7,48,36,58,28,95,51,97,72,97,79,1,37,100,31,31,15,60,50,47,36,20,20,60,95,14,49,81,8,3,23,63,9,36,37,91,13,14,31,29,64,60,94,5,54,49,35,65,12,84,71,84,3,93,99,61,50,74,87,80,25,67,82,31,58,72,78,
		 39,87,6,95,3,68,74,66,8,59,53,80,57,58,96,29,6,57,9,33,80,96,31,61,19,20,37,89,7,67,35,65,35,70,2,11,3,19,20,99,31,7,68,37,36,31,64,16,16,55,33,75,58,41,74,90,80,1,9,63,3,74,4,87,41,71,50,57,27,80,63,70,4,25,89,67,76,41,41,42,92,75,78,49,47,27,60,91,29,1,22,38,83,2,66,13,62,66,32,8,
		 25,55,84,6,26,81,42,63,94,55,30,100,43,80,18,69,82,4,37,35,61,35,57,43,6,52,71,22,50,2,89,41,8,10,41,36,55,46,98,24,6,59,51,23,94,16,63,33,48,88,82,1,9,29,4,42,14,35,92,100,38,89,27,63,57,97,55,72,49,71,49,50,15,59,94,97,1,58,24,63,44,4,89,94,47,92,97,49,51,61,17,43,50,5,90,49,63,76,2,13,
		 71,76,41,78,69,60,6,43,90,5,90,99,65,87,18,17,87,8,67,11,88,100,40,60,8,43,63,59,93,74,99,96,10,77,7,87,77,55,9,55,35,80,65,98,30,36,69,37,94,81,82,82,30,41,23,48,15,35,53,15,61,20,70,31,92,37,43,58,78,2,87,31,62,24,96,67,29,69,9,96,100,1,21,92,59,61,20,29,34,18,82,16,67,8,65,95,73,3,35,38,
		 95,31,13,59,50,4,63,67,67,35,41,68,14,3,40,31,73,71,81,17,96,52,72,21,5,62,7,11,31,98,84,20,31,93,93,10,96,10,36,100,96,92,91,99,50,47,64,4,42,23,69,97,16,83,91,52,34,88,13,69,39,17,3,8,44,13,89,31,53,56,8,70,92,70,85,71,84,26,49,96,93,92,49,51,3,77,84,19,72,4,44,42,64,25,79,68,74,91,62,4,
		 65,33,65,61,49,4,16,70,79,8,37,63,34,15,6,67,7,71,35,97,58,65,32,81,8,65,69,56,95,36,20,41,64,83,15,5,33,31,98,19,73,95,85,84,24,93,7,61,47,76,41,12,92,43,51,54,20,37,35,98,11,26,23,80,27,54,66,5,83,78,15,24,74,86,85,24,91,38,58,4,66,66,49,5,28,99,94,87,44,26,94,11,51,49,52,37,80,49,18,46,
		 36,30,61,82,92,61,86,81,42,28,48,39,68,44,61,72,51,5,50,7,40,23,18,9,40,90,21,39,42,38,13,67,44,92,26,79,34,29,58,28,4,81,95,53,11,8,84,75,90,14,69,2,53,68,89,51,54,57,97,19,31,60,34,33,34,38,43,65,26,85,59,51,67,40,14,13,4,60,18,4,100,69,39,35,92,48,46,18,98,59,44,22,90,24,98,67,52,28,76,23,
		 39,20,31,44,66,37,61,1,54,68,39,97,92,95,6,42,78,12,50,86,14,88,87,44,100,25,62,74,13,68,44,79,90,78,48,79,68,83,50,40,47,83,18,15,71,41,20,77,56,36,72,100,15,29,93,58,38,98,58,46,97,88,7,52,74,78,97,34,86,23,26,2,35,81,26,46,36,79,86,77,74,27,66,51,27,20,24,18,62,52,8,45,35,90,98,5,88,84,22,71,
		 33,20,73,68,77,11,86,61,74,79,88,76,57,30,7,96,19,67,99,7,5,56,86,13,50,92,65,90,65,14,43,66,40,50,75,81,85,94,27,82,53,72,29,55,94,84,23,50,16,71,88,63,93,48,91,13,99,11,99,43,99,89,14,26,4,14,82,77,37,82,75,29,27,90,87,20,34,29,29,57,12,94,82,100,40,70,53,100,18,3,53,58,41,2,63,91,22,33,18,24,
		 98,38,52,90,15,67,85,36,61,74,74,71,58,91,10,54,67,93,61,85,91,52,49,83,12,92,7,29,2,99,80,1,70,41,29,70,65,10,76,73,75,42,25,39,91,89,4,39,26,97,48,81,72,78,21,10,46,57,96,98,71,86,23,40,68,100,73,76,9,50,21,76,69,82,52,91,48,37,11,56,28,51,40,100,95,60,31,74,89,16,82,35,30,100,42,98,64,48,52,50,
		 73,36,97,37,94,40,16,37,6,35,27,31,29,40,85,4,43,57,26,24,56,78,15,27,98,2,64,5,64,46,76,24,48,59,68,64,85,68,26,20,54,86,82,96,37,72,24,61,75,65,46,46,70,62,80,24,99,83,11,12,67,31,84,69,90,29,73,39,60,25,16,41,73,7,62,32,81,92,9,30,50,44,86,51,94,91,17,100,61,88,95,43,35,58,20,85,19,24,27,80,
		 99,53,79,15,13,23,9,50,93,40,20,76,99,5,42,25,44,82,96,78,19,36,15,50,69,3,29,14,58,23,92,78,9,7,60,20,82,4,50,79,84,68,31,68,4,35,67,71,47,13,60,54,91,3,96,52,16,31,88,50,79,31,67,2,10,46,65,42,2,99,9,21,85,82,59,39,33,72,76,42,40,16,59,40,20,55,11,82,94,55,13,4,30,63,4,79,15,59,27,32,
		 79,50,43,39,31,57,5,25,89,98,56,52,80,24,96,79,19,28,35,68,22,41,91,91,49,50,99,95,40,40,75,72,79,71,15,75,81,64,3,38,54,24,84,100,76,98,54,96,24,43,93,23,49,45,90,80,90,3,89,38,94,84,21,27,17,19,39,41,36,17,21,40,9,87,79,75,41,97,86,10,86,39,41,77,26,7,41,52,76,39,33,7,25,74,82,57,45,35,84,20,
		 86,29,2,16,72,4,77,58,56,30,41,62,92,84,8,86,28,97,97,78,82,4,88,69,47,32,65,53,57,29,4,14,93,93,91,44,33,58,26,82,94,47,58,63,13,61,65,62,90,20,37,16,42,51,97,22,46,75,71,3,6,75,56,13,78,77,13,13,11,98,75,64,33,9,44,1,32,46,31,69,32,50,52,97,1,10,47,62,79,8,75,81,78,61,22,57,41,59,92,14,
		 20,100,43,92,67,77,67,67,90,92,97,71,83,6,52,34,92,48,53,42,88,25,2,73,38,72,48,45,14,65,40,88,8,31,37,97,58,19,90,36,80,68,84,61,22,49,73,43,50,40,34,90,59,78,37,72,83,53,82,33,29,63,19,42,40,87,76,31,15,64,58,36,72,85,25,74,3,3,2,31,30,60,46,11,12,66,1,12,17,18,28,13,32,20,66,81,35,88,66,52,
		 19,41,56,23,30,97,56,76,32,69,90,79,75,47,21,54,6,8,46,18,51,16,89,51,50,11,5,71,39,58,82,10,89,4,51,52,11,1,62,86,77,35,63,53,25,65,91,43,55,68,49,78,70,72,7,47,43,78,56,38,22,12,77,44,4,64,14,37,39,74,10,57,52,79,38,11,44,78,48,54,85,90,62,77,41,15,29,100,40,17,94,1,1,75,100,11,63,16,10,66,
		 71,47,65,19,35,1,71,84,37,28,36,73,51,64,64,44,1,61,100,78,52,6,27,66,84,22,40,73,26,3,18,31,74,17,41,73,77,22,93,54,5,6,10,87,2,40,26,91,52,52,90,18,4,11,31,27,79,89,10,41,96,62,86,79,31,38,67,46,28,78,3,94,30,27,53,86,31,87,77,40,56,26,85,93,76,16,83,33,67,43,94,69,95,29,79,65,94,84,40,72,
		 10,69,87,40,83,18,12,89,67,4,87,35,40,85,39,36,77,73,17,24,76,36,20,90,38,19,80,83,32,89,42,9,18,2,67,93,12,35,97,13,46,22,21,29,89,55,86,18,77,32,83,22,84,25,76,100,61,8,82,48,27,10,13,93,11,70,74,94,11,75,92,35,25,28,16,68,15,24,39,42,78,85,44,37,24,72,21,54,53,14,14,41,82,95,4,16,18,86,74,97,
		 100,19,33,94,9,28,75,60,4,16,81,41,90,13,64,50,47,42,30,81,88,63,78,30,53,6,33,39,100,25,30,76,38,8,46,66,23,45,29,25,76,82,12,59,34,83,75,85,30,98,79,17,99,27,14,58,61,90,12,49,75,86,94,95,65,92,82,66,84,17,83,1,56,92,39,17,66,34,14,51,15,74,15,55,50,60,11,7,11,39,37,79,62,13,52,69,82,93,4,66,
		 15,79,38,69,95,58,8,92,15,15,37,5,77,80,88,61,15,9,57,64,79,12,8,18,32,31,84,41,83,92,53,63,59,45,7,83,24,57,40,49,39,5,32,48,67,79,91,62,40,32,40,15,81,33,65,27,85,94,2,56,62,53,39,17,17,82,61,81,46,23,86,66,3,18,26,44,66,34,41,96,40,38,100,91,86,45,73,37,58,3,95,87,84,72,48,65,12,58,23,4,
